parent_process_md5,parent_process_sha1,parent_process_sha256,parent_process_creation_date,process_id,agentid,elastic_id,usernames_id,agent_id,event_type,year,month,day,hour,parent_executablepath,executable_path,computername,parent_process_owner,process_owner,process_domain,parent_process_name,process_name,tenant_id,command_line,parent_command_line
,,,,"{""int"": 14740, ""string"": null}",171e1e972f703b7cd3721c19de438886,XtUUfnwBdqP6iFOWssbT,,,user_process_execs,2021,10,14,9,c:\dir_a_j\dir_b_j32\executable_171,c:\dir_a_j\dir_b_j32\executable_186,asdf_0x131acde8918c_name_1,name_443,name_443,name_643,executable_171,executable_186,tenant_e,"sc  queryex ""pc monitor"" ",
,,,,"{""int"": 1000, ""string"": null}",171e1e972f703b7cd3721c19de438886,rMTtf3wBRALE72vTti9F,,,user_process_execs,2021,10,14,17,c:\dir_a_j\dir_b_j32\executable_171,c:\dir_a_j\dir_b_j32\executable_186,asdf_0x131acde8918c_name_1,name_443,name_443,name_643,executable_171,executable_186,tenant_e,"sc  queryex ""pc monitor"" ",
,,,,"{""int"": null, ""string"": """"}",f16c415a49698803098514dfee4cbf11,BpZpeXwBWkqM6Gh_Cs23,,,user_process_execs,2021,10,13,11,,,name_62,,,,,,tenant_c,,
,,,,"{""int"": 8796, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,cliZe3wBdqP6iFOWyurQ,,,user_process_execs,2021,10,13,21,c:\dir_a_j\dir_b_j32\dir_c_e\executable_11,c:\dir_a_j\dir_b_j32\executable_171,name_74,name_511,name_511,name_640,executable_11,executable_171,tenant_c,c:\windows\system32\cmd.exe /c attrib -h c:\windows\system32\eventsentry\temp\\eventsentry_performance_trend_*.tmp,
,,,,"{""int"": 8040, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,_hdjfnwBDac3IFZAIrl_,,,user_process_execs,2021,10,14,10,c:\dir_a_j\dir_b_j32\dir_c_e\executable_11,c:\dir_a_j\dir_b_j32\executable_171,name_66,name_537,name_537,name_640,executable_11,executable_171,tenant_c,c:\windows\system32\cmd.exe /c attrib -h c:\windows\system32\eventsentry\temp\\eventsentry_performance_trend_*.tmp,
,,,,"{""int"": 13068, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,4CNUe3wBdqP6iFOWS1kM,1254.0,,user_process_execs,2021,10,13,20,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\94dir_e_d0.992.47\executable_322,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,name_24,name_584,name_584,name_640,executable_322,executable_166,tenant_c,"""c:\program files (x86)\microsoft\edge\application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=c:\users\kclark\appdata\local\microsoft\edge\user data"" /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler ""--database=c:\users\kclark\appdata\local\microsoft\edge\user data\crashpad"" ""--metrics-dir=c:\users\kclark\appdata\local\microsoft\edge\user data"" --annotation=isofficialbuild=1 --annotation=channel= --annotation=chromium-version=94.0.4606.81 ""--annotation=exe=c:\program files (x86)\microsoft\edge\application\94.0.992.47\notification_helper.exe"" --annotation=plat=win64 ""--annotation=prod=microsoft edge"" --annotation=ver=94.0.992.47 --initial-client-data=0x184,0x188,0x18c,0x160,0x190,0x7ff67024b000,0x7ff67024b010,0x7ff67024b020",
,,,,"{""int"": 22168, ""string"": null}",2f167adb3ff4366bc93fad3880cee9cd,8UZFf3wBNpbLFxe_HpoW,,,user_process_execs,2021,10,14,14,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,test_111b2e08-c707-3601-9773-eba39ab73b39_name_68,name_608,name_608,name_640,executable_185,executable_161,tenant_c,,
,,,,"{""int"": 10504, ""string"": null}",ff4a4def5b0da1d493849490701d35a8,mj3ngHwB0-fRXDnom5pm,,,user_process_execs,2021,10,14,22,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_25,name_475,name_475,name_640,executable_398,executable_163,tenant_c,c:\windows\system32\svchost.exe -k netsvcs -p -s gpsvc,
,,,,"{""int"": null, ""string"": """"}",946c3113894e59b543efb09e1f4f5645,bi9lgHwBNpbLFxe_-cGA,27.0,,user_process_execs,2021,10,14,19,,,name_163,,,,,,tenant_e,,
,,,,"{""int"": 22264, ""string"": null}",f1d4622dfa3e4af504b5a462902c920b,nekufXwBRALE72vTCcXe,290.0,,user_process_execs,2021,10,14,4,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_20,name_473,name_473,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 1b8 -interruptevent 0 -ngenprocess 194 -pipe 1b4 -localappdata ""c:\users\dsanchez\appdata\local\packages\microsoft.microsoftofficehub_8wekyb3d8bbwe\ac"" -package ""microsoft.microsoftofficehub_18.2106.12410.0_x64__8wekyb3d8bbwe"" -comment ""ngen worker process""",
,,,,"{""int"": 9704, ""string"": null}",bbdb0d68baffacd92d7b12248a22d426,NvaWeXwBB0gvw5rfLwuf,,,user_process_execs,2021,10,13,12,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\asdf_0xAB23318Da_executable_233,name_57,name_517,name_517,name_640,executable_163,asdf_0xAB23318Da_executable_233,tenant_c,c:\windows\system32\wsqmcons.exe,
,,,,"{""int"": 11528, ""string"": null}",c5021203e048fc1b1d4955a9f158711f,gHyEf3wBNpbLFxe_mDMl,,,user_process_execs,2021,10,14,15,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_192,name_4,name_485,name_485,name_640,executable_398,executable_192,tenant_c,,
,,,,"{""int"": 4416, ""string"": null}",f78ea8b7cf43a0811ffdf7389527eb32,mIu7eHwB0-fRXDnoPYxB,,,user_process_execs,2021,10,13,8,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,name_6,name_488,name_440,name_642,executable_163,executable_164,tenant_c,,
,,,,"{""int"": 6684, ""string"": null}",ff4a4def5b0da1d493849490701d35a8,258-f3wBUJtdm8RqAZTm,1353.0,,user_process_execs,2021,10,14,14,c:\dir_a_j\dir_b_j32\executable_247,c:\dir_a_j\executable_228,name_25,name_507,name_507,name_640,executable_247,executable_228,tenant_c,"""regedit.exe"" ""\\uniwynet.com\sysvol\uniwynet.com\policies\{f2f33028-b84b-4aa8-9024-cab149e3e09d}\user\scripts\logon\userid.reg""",
,,,,"{""int"": 10492, ""string"": null}",bbdb0d68baffacd92d7b12248a22d426,UfaWeXwBB0gvw5rfLwuf,,,user_process_execs,2021,10,13,12,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_if\executable_176,name_57,name_517,name_517,name_640,executable_398,executable_176,tenant_c,c:\windows\servicing\trustedinstaller.exe,
,,,,"{""int"": 16508, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,EDIwenwBdqP6iFOWEnM0,1246.0,,user_process_execs,2021,10,13,14,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,asdf_0x1314acde8918c_name_14,name_589,name_589,name_640,executable_166,executable_166,tenant_c,"""c:\program files (x86)\microsoft\edge\application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.networkservice --field-trial-handle=2228,5306343686893722883,14802591549782182525,131072 --lang=en-us --service-sandbox-type=none --mojo-platform-channel-handle=2472 /prefetch:3",
,,,,"{""int"": null, ""string"": """"}",090324aef9b906c8ae71836c0f81eb58,4xoUfnwBV1WtlBxDgIKn,,,user_process_execs,2021,10,14,9,,,name_31,,,,,,tenant_c,,
,,,,"{""int"": 18680, ""string"": null}",6fdfc785d72799667f54887abbb48219,hAUFgXwBUJtdm8RqdwFl,848.0,,user_process_execs,2021,10,14,22,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_174,test_12fc65c4-ef8f-3388-a198-1d3053f11a10_name_69,name_579,name_569,name_640,executable_163,executable_174,tenant_c,,
,,,,"{""int"": null, ""string"": """"}",c8f5b3faca3e1f7cb62badc1d99eb92e,Eailf3wBNBIFWOYHs4Xd,65.0,,user_process_execs,2021,10,14,16,,,name_186,,,,,,tenant_e,,
,,,,"{""int"": 9936, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,4yqVf3wB1R6ZJf4-iKwE,,,user_process_execs,2021,10,14,16,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_21,name_470,name_470,name_640,executable_398,executable_163,tenant_c,c:\windows\system32\svchost.exe -k wsappx -p -s appxsvc,
,,,,"{""int"": null, ""string"": """"}",7ce629431b04b2dbe716ab498f308f39,cAenfHwBUJtdm8RqBQjV,109.0,,user_process_execs,2021,10,14,2,,,name_109,,,,,,tenant_e,,
,,,,"{""int"": 4140, ""string"": null}",171e1e972f703b7cd3721c19de438886,pMWDf3wBjd7GdOiorOcY,182.0,,user_process_execs,2021,10,14,15,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,asdf_0x131acde8918c_name_1,name_443,name_497,name_644,executable_163,executable_165,tenant_e,"""c:\windows\system32\backgroundtaskhost.exe"" -servername:backgroundtaskhost.webaccountprovider",
,,,,"{""int"": 9780, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,gXSSfnwBxoofP3v-HhdO,,,user_process_execs,2021,10,14,11,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_243,name_51,name_525,name_525,name_640,executable_163,executable_243,tenant_c,c:\windows\system32\usoclient.exe startscan,
,,,,"{""int"": null, ""string"": """"}",60ba53ba2cf7602fac7467b672fa4193,I24LfnwBUVIklYwEWAIG,,,user_process_execs,2021,10,14,8,,,asdf_0x1314acde8918c_name_14,,,,,,tenant_c,,
,,,,"{""int"": 12608, ""string"": null}",d21ccb047b8d3d72c695101918096f9d,AEKhenwBXiyPKgRr-33i,,,user_process_execs,2021,10,13,17,c:\dir_a_j\dir_b_j32\executable_408,c:\dir_a_j\dir_b_j32\executable_177,name_5,name_495,name_495,name_640,executable_408,executable_177,tenant_c,,
,,,,"{""int"": 8544, ""string"": null}",b6e1f866f20ad252430386f066ab2c99,JFeyfHwB0-fRXDnooquc,,,user_process_execs,2021,10,14,2,asdf_0x197ab829c_executable_7,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,name_94,name_594,name_594,name_640,asdf_0x197ab829c_executable_7,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -embedding,
,,,,"{""int"": 15724, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,YX-rgHwBD4PMs8-Y4vfK,,,user_process_execs,2021,10,14,21,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\executable_371,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\asdf_0xAB18918Da_executable_189,name_10,name_457,name_457,name_640,executable_371,asdf_0xAB18918Da_executable_189,tenant_c,"""c:\program files (x86)\sophos\sophos anti-virus\web intelligence\swi_lspdiag_64.exe""",
,,,,"{""int"": 2236, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,sxUKf3wBNpbLFxe_HGnX,,,user_process_execs,2021,10,14,13,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_213,name_12,name_455,name_455,name_640,executable_163,executable_213,tenant_c,c:\windows\system32\dsregcmd.exe $(arg0) $(arg1) $(arg2),
,,,,"{""int"": 8, ""string"": null}",6e0a9199ba1a8e3cb1413974c032f86d,jE9cf3wBRALE72vTSP4v,113.0,,user_process_execs,2021,10,14,15,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_174,test_7aec2f01-586e-3d53-b8f3-6cf7e6b649a4_name_18,name_502,name_459,name_640,executable_163,executable_174,tenant_c,,
,,,,"{""int"": 16932, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,UBHMf3wBdqP6iFOW9jtB,,,user_process_execs,2021,10,14,17,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_196,name_29,name_440,name_440,name_642,executable_163,executable_196,tenant_c,c:\windows\system32\audiodg.exe 0x2d8 0x628,
,,,,"{""int"": 15816, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,ocKNgHwBDac3IFZAQjfk,,,user_process_execs,2021,10,14,20,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\dir_c_db\executable_172,name_42,name_465,name_465,name_640,executable_398,executable_172,tenant_c,c:\windows\system32\wbem\wmiapsrv.exe,
,,,,"{""int"": 3348, ""string"": null}",2da15f7754e58ca039c38743a248aa0a,Xpb5dnwBxoofP3v-eOFR,121.0,,user_process_execs,2021,10,13,0,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_170,name_77,name_564,name_609,name_640,executable_163,executable_170,tenant_c,,
,,,,"{""int"": 4356, ""string"": null}",e28d3fa8be3fed48edacc9228e46668a,qssKeXwBxoofP3v-I012,,,user_process_execs,2021,10,13,9,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_c\dir_b_ch\dir_c_ag\executable_332,name_26,name_496,name_496,name_640,executable_398,executable_332,tenant_c,"""c:\program files\realvnc\vnc server\vncserver.exe"" -service",
,,,,"{""int"": 13856, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,CUqlf3wBxoofP3v-Aigh,,,user_process_execs,2021,10,14,16,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_10,name_457,name_457,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 798 -interruptevent 0 -ngenprocess 754 -pipe 73c -comment ""ngen worker process""",
,,,,"{""int"": 11188, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,H13bgHwBACIhUi-kg-wG,1519.0,,user_process_execs,2021,10,14,21,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_169,name_33,name_486,name_549,name_640,executable_163,executable_169,tenant_c,c:\windows\system32\runtimebroker.exe -embedding,
,,,,"{""int"": 13744, ""string"": null}",4f7c55e946106db6d6fd93fa76480ee2,uE_9eXwB1R6ZJf4-aZPL,,,user_process_execs,2021,10,13,14,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_186,name_49,name_508,name_508,name_640,executable_163,executable_186,tenant_c,c:\windows\system32\sc.exe start wuauserv,
,,,,"{""int"": 13460, ""string"": null}",eed97d449ff9dfa51ea1183b86d987ff,Irx5enwB0-fRXDnoXA2s,111.0,,user_process_execs,2021,10,13,16,c:\dir_a_a86)\dir_b_h\dir_c_bb\dir_d_ac\executable_290,c:\dir_a_j\dir_b_j32\executable_162,test_115ff52f-d605-3b4b-98fe-c0ea57f4930c_name_13,name_460,name_460,name_640,executable_290,executable_162,tenant_c,\??\c:\windows\system32\conhost.exe 0xffffffff -forcev1,
,,,,"{""int"": 1188, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,ACM0fnwBqhyjhem8UjIc,,,user_process_execs,2021,10,14,9,c:\dir_a_j\dir_b_bh64\executable_211,c:\dir_a_j\dir_b_bh64\executable_208,name_50,name_529,name_529,name_640,executable_211,executable_208,tenant_c,"rundll32.exe ""c:\windows\installer\msi9f41.tmp"",zzzzinvokemanagedcustomactionoutofproc sfxca_435546 235 customactions!sophos.encryption.installer.customactions.waituntilfileisunlockedaction.waituntilfileisunlocked",
,,,,"{""int"": 13444, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,8GDYf3wB1R6ZJf4-5iR9,,,user_process_execs,2021,10,14,17,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_169,name_36,name_520,name_520,name_640,executable_163,executable_169,tenant_c,c:\windows\system32\runtimebroker.exe -embedding,
,,,,"{""int"": 2200, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,II6TfHwBRALE72vTQd8K,88.0,,user_process_execs,2021,10,14,2,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_16,name_454,name_518,name_640,executable_163,executable_165,tenant_c,"""c:\windows\system32\backgroundtaskhost.exe"" -servername:backgroundtaskhost.webaccountprovider",
,,,,"{""int"": null, ""string"": """"}",c63a7dd8bcde9802fc2b2d73aa0096ca,5phOenwB0-fRXDnoKNMO,158.0,,user_process_execs,2021,10,13,15,,,name_120,,,,,,tenant_e,,
,,,,"{""int"": 4344, ""string"": null}",0fac7b7b63bdb46388d440bab6f144bd,LQ45fXwBNBIFWOYHIF-P,,,user_process_execs,2021,10,14,5,c:\dir_a_a86)\dir_b_c\dir_c_c\dir_d_b\executable_353,c:\dir_a_a86)\dir_b_ff\executable_167,name_90,name_583,name_583,name_640,executable_353,executable_167,tenant_c,"""c:\program files (x86)\hitmanpro.alert\hmpalert.exe"" /verifypolicy=""c:\programdata\hitmanpro.alert\policy_20211014050544""",
,,,,"{""int"": 11408, ""string"": null}",f16c415a49698803098514dfee4cbf11,dDXrgHwB1R6ZJf4-Pg5b,,,user_process_execs,2021,10,14,22,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_62,name_543,name_543,name_640,executable_398,executable_163,tenant_c,c:\windows\system32\svchost.exe -k netsvcs -p -s wuauserv,
,,,,"{""int"": 8808, ""string"": null}",ff4a4def5b0da1d493849490701d35a8,_CiQfXwBUVIklYwEGlte,,,user_process_execs,2021,10,14,6,c:\dir_a_j\dir_b_j32\executable_171,c:\dir_a_j\dir_b_j32\executable_197,name_25,name_475,name_475,name_640,executable_171,executable_197,tenant_c,attrib  -h c:\windows\system32\eventsentry\temp\\eventsentry_performance_trend_*.tmp,
,,,,"{""int"": 1588, ""string"": null}",171e1e972f703b7cd3721c19de438886,E6OrfHwBUVIklYwEJyO2,,,user_process_execs,2021,10,14,2,c:\dir_a_j\dir_b_j32\executable_171,c:\dir_a_j\dir_b_j32\executable_186,asdf_0x131acde8918c_name_1,name_443,name_443,name_643,executable_171,executable_186,tenant_e,"sc  queryex ""pc monitor"" ",
,,,,"{""int"": 1720, ""string"": null}",f78ea8b7cf43a0811ffdf7389527eb32,g01Rf3wBUVIklYwEf2aD,77.0,,user_process_execs,2021,10,14,14,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_6,name_488,name_447,name_640,executable_163,executable_165,tenant_c,,
,,,,"{""int"": null, ""string"": """"}",86bfe409a0b8ece22d425e5522f9aca4,iaefenwBDac3IFZAZqEQ,25.0,,user_process_execs,2021,10,13,16,,,name_91,,,,,,tenant_c,,
,,,,"{""int"": null, ""string"": """"}",e2396e84b1d83291dfa364ea4b5901b4,yJIje3wBRALE72vTLGcq,58.0,,user_process_execs,2021,10,13,19,,,name_140,,,,,,tenant_e,,
,,,,"{""int"": 20304, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,JgaogHwBV1WtlBxDvZu4,94.0,,user_process_execs,2021,10,14,21,c:\dir_a_a86)\dir_b_bg\dir_c_ac\dir_d_g\dir_e_b1\executable_201,c:\dir_a_a86)\dir_b_bg\dir_c_ac\dir_d_g\dir_e_b1\executable_201,name_3,name_446,name_446,name_640,executable_201,executable_201,tenant_c,,
,,,,"{""int"": 19672, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,NzAGgHwBWkqM6Gh_9LXR,49.0,,user_process_execs,2021,10,14,18,c:\dir_a_b\dir_b_i\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_i\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_8,name_449,name_449,name_640,executable_160,executable_160,tenant_c,,
,,,,"{""int"": 9272, ""string"": null}",c8bf5a144519b6c47a48f62cd5520250,d3ErfHwBD4PMs8-YN6wg,,,user_process_execs,2021,10,14,0,asdf_0x197ab829c_executable_7,c:\dir_a_c\dir_b_c\dir_c_ae\executable_216,name_89,name_577,name_577,name_640,asdf_0x197ab829c_executable_7,executable_216,tenant_c,"sophososquery.exe --d --flagfile=""c:\programdata\sophos\live query\config\livequery.flags"" --socket=\\.\pipe\sophoslivequery_fnpboy7ko7.sock --extensions_require=sophosextension,sophosmdrextension,sophosserviceextension",
,,,,"{""int"": 16004, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,zAd4f3wBB0gvw5rfLjP9,,,user_process_execs,2021,10,14,15,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_a86)\dir_b_b\dir_c_bi\executable_183,name_51,name_525,name_525,name_640,executable_163,executable_183,tenant_c,"""c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe"" /ua /installsource scheduler",
,,,,"{""int"": 4904, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,VSx7fHwB1R6ZJf4-Gr8i,,,user_process_execs,2021,10,14,1,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\executable_371,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\executable_188,name_12,name_455,name_455,name_640,executable_371,executable_188,tenant_c,"""c:\program files (x86)\sophos\sophos anti-virus\web intelligence\swi_lspdiag.exe""",
,,,,"{""int"": 11104, ""string"": null}",07adf7ba84c780b70a0816868cb52b10,rEYqenwBDac3IFZAEpQa,,,user_process_execs,2021,10,13,14,asdf_0x197ab829c_executable_7,c:\dir_a_j\dir_b_j32\executable_197,name_72,name_527,name_527,name_640,asdf_0x197ab829c_executable_7,executable_197,tenant_c,attrib  -h c:\windows\system32\eventsentry\temp\\eventsentry_performance_trend_*.tmp,
,,,,"{""int"": 12352, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,AnEzenwBqhyjhem8EPEi,1453.0,,user_process_execs,2021,10,13,15,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_174,name_30,name_506,name_482,name_640,executable_163,executable_174,tenant_c,c:\windows\system32\dllhost.exe /processid:{338b40f9-9d68-4b53-a793-6b9aa0c5f63b},
,,,,"{""int"": 3024, ""string"": null}",171e1e972f703b7cd3721c19de438886,gZwcfXwBxoofP3v-EdGL,,,user_process_execs,2021,10,14,4,c:\dir_a_j\dir_b_j32\executable_171,c:\dir_a_j\dir_b_j32\executable_178,asdf_0x131acde8918c_name_1,name_443,name_443,name_643,executable_171,executable_178,tenant_e,"find  /v ""running""  ",
,,,,"{""int"": 10016, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,O5gwfnwBXiyPKgRrDZzb,,,user_process_execs,2021,10,14,9,c:\dir_a_a86)\dir_b_c\dir_c_c\dir_d_b\executable_353,c:\dir_a_a86)\dir_b_ff\executable_167,name_51,name_525,name_525,name_640,executable_353,executable_167,tenant_c,"""c:\program files (x86)\hitmanpro.alert\hmpalert.exe"" /status",
,,,,"{""int"": 12036, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,16NWf3wBWkqM6Gh_xuO6,,,user_process_execs,2021,10,14,14,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_33,name_486,name_486,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 7ec -interruptevent 0 -ngenprocess 740 -pipe 7d8 -comment ""ngen worker process""",
,,,,"{""int"": 7968, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,Eft-e3wBNBIFWOYHDXbh,,,user_process_execs,2021,10,13,21,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_3,name_490,name_490,name_640,executable_398,executable_163,tenant_c,,
,,,,"{""int"": 10900, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,MIlze3wBEhvPAxw3hroa,1452.0,,user_process_execs,2021,10,13,20,c:\dir_a_j\executable_260,c:\dir_a_a86)\dir_b_aje\dir_c_ff\dir_d_ch\executable_257,name_23,name_513,name_513,name_640,executable_260,executable_257,tenant_c,"""c:\program files (x86)\imagecenter\applications\interactivetellerclient\icinteractivetellerclient.exe"" /checkfornewversion",
,,,,"{""int"": 8368, ""string"": null}",a10da7cfeae0435f1b377294d0a6795c,kgfzfXwB1R6ZJf4-52O0,,,user_process_execs,2021,10,14,8,asdf_0x197ab829c_executable_7,c:\dir_a_j\dir_b_j32\executable_294,name_87,name_567,name_567,name_640,asdf_0x197ab829c_executable_7,executable_294,tenant_c,taskeng.exe {bd57c7b2-1711-48be-9906-bcace4101b2d} s-1-5-18:nt authority\system:service:,
,,,,"{""int"": 2704, ""string"": null}",437b52aed6d22e78ed0efc60b8c0a81f,PhWdfnwBWkqM6Gh_nYEx,,,user_process_execs,2021,10,14,11,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\dir_c_db\executable_172,asdf_0x1359acde8918c_name_59,name_553,name_553,name_640,executable_398,executable_172,tenant_c,,
,,,,"{""int"": 6456, ""string"": null}",74aef8276914ae0aeda0c33fb15f859c,wdagd3wBB0gvw5rfOWh_,,,user_process_execs,2021,10,13,3,c:\dir_a_j\dir_b_j32\executable_171,c:\dir_a_j\dir_b_j32\executable_186,name_2,name_442,name_442,name_643,executable_171,executable_186,tenant_e,"sc  queryex ""pc monitor"" ",
,,,,"{""int"": 15480, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,4HdLe3wBxoofP3v-ZzLz,41.0,,user_process_execs,2021,10,13,20,c:\dir_a_b\dir_b_ae\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_ae\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,asdf_0x1317acde8918c_name_17,name_476,name_476,name_640,executable_160,executable_160,tenant_c,"""c:\users\msirdoreus\appdata\local\microsoft\teams\current\teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1684,2226079223198709922,4726843359086208858,131072 --enable-features=contextbridgemutability,webcomponentsv0enabled,winusebrowserspellchecker,winusehybridspellchecker --disable-features=cookieswithoutsamesitemustbesecure,samesitebydefaultcookies,sparerendererforsiteperprocess --lang=en-us --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.teams.teams --app-path=""c:\users\msirdoreus\appdata\local\microsoft\teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=195 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6672 /prefetch:1",
,,,,"{""int"": 2836, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,ZGEugHwBdqP6iFOWSVE6,1453.0,,user_process_execs,2021,10,14,18,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\94dir_e_d0.992.47\executable_175,asdf_0x1314acde8918c_name_14,name_482,name_482,name_640,executable_166,executable_175,tenant_c,"""c:\program files (x86)\microsoft\edge\application\94.0.992.47\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.winrtappidservice --field-trial-handle=2196,16333158377265801815,6052420417908660336,131072 --lang=en-us --service-sandbox-type=none --mojo-platform-channel-handle=6468 /prefetch:8",
